provinsi;tahun;klasifikasi;lpe_tw1;lpe_tw2;lpe_tw3;lpe_tw4;lpe_ctc;kontribusi;pdrb_perkapita;inflasi;pma;pmdn;ekspor_top3;naker_top;ipm;kemiskinan;tpt;gini;interpretasi_ekonomi_riil;rekomendasi_ekonomi_riil
Sumatera Barat;2011;Daerah Relatif Tertinggal;6.9;7.0;5.9;5.6;6.3;1.5;24.1;5.4;22.9;1026.2;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";67.8;-;8.0;0.332;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2012;Daerah Relatif Tertinggal;5.5;6.4;6.6;6.7;6.3;1.5;26.3;4.2;75.0;885.3;-;"Pertanian; Jasa Lainnya; Industri";68.4;8.0;6.6;0.355;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2013;Daerah Relatif Tertinggal;4.6;6.5;7.0;6.2;6.1;1.5;29.0;10.9;91.4;677.8;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";68.9;7.6;7.0;0.351;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2014;Daerah Relatif Tertinggal;7.6;5.0;5.4;5.6;5.9;1.6;32.1;11.6;112.1;421.1;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";69.4;6.9;6.5;0.332;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2015;Daerah Relatif Tertinggal;5.5;5.8;5.3;5.6;5.5;1.6;34.6;1.1;57.1;1552.5;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";70.0;6.7;6.9;0.319;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2016;Daerah Relatif Tertinggal;5.6;5.8;4.8;4.9;5.3;1.6;37.3;4.9;79.3;3795.6;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";70.7;7.1;5.1;0.312;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2017;Daerah Relatif Tertinggal;5.0;5.4;5.4;5.4;5.3;1.6;40.2;2.0;194.4;1517.0;-;"Pertanian; Jasa Lainnya; Perdagangan dan Akmamin";71.2;6.8;5.6;0.312;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2018;Daerah Relatif Tertinggal;4.7;5.1;5.2;5.5;5.1;1.6;42.8;2.6;180.8;2309.4;-;"Pertanian; Perdagangan; Industri";71.7;6.6;5.7;0.305;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2019;Daerah Relatif Tertinggal;4.8;5.0;5.1;5.1;5.0;1.6;44.9;1.9;157.1;3026.6;-;"Pertanian; Perdagangan; Industri";72.4;6.3;5.4;0.307;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2020;Daerah Relatif Tertinggal;3.8;-4.9;-2.9;-2.2;-1.6;1.6;43.8;2.1;125.6;3106.2;-;"Pertanian; Perdagangan; Industri";74.3;6.6;6.9;0.301;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2021;Daerah Relatif Tertinggal;-0.1;5.7;3.3;4.4;3.3;1.5;45.2;1.4;67.0;4183.7;-;"Pertanian; Perdagangan; Industri";74.6;6.0;6.5;0.3;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2022;Daerah Relatif Tertinggal;3.6;5.1;4.6;4.1;4.4;1.5;50.3;7.4;95.6;2559.8;-;"Pertanian; Perdagangan; Industri";75.2;6.0;6.3;0.292;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2023;Daerah Relatif Tertinggal;4.8;5.1;4.3;4.3;4.6;1.5;54.3;2.5;121.0;4488.0;-;"Pertanian; Perdagangan; Industri";75.6;-;5.9;-;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2024;Daerah Relatif Tertinggal;4.4;4.7;4.3;4.0;4.4;1.5;57.1;0.9;116.0;7956.0;-;"Pertanian; Perdagangan; Industri";76.4;5.4;5.8;0.287;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2025;Daerah Relatif Tertinggal;4.5;3.9;3.4;1.7;3.4;1.5;59.5;5.2;129.0;14757.0;"Lemak dan Minyak Hewan/Nabati; Berbagai Produk Kimia; Karet dan Bahan dari Karet";"Pertanian; Perdagangan; Akomodasi Makan Minum";77.3;5.3;5.6;0.28;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Sumatera Barat;2026;Daerah Relatif Tertinggal;5.0;-;-;-;5.0;-;-;0.0;-;-;-;-;-;-;-;-;Struktur ekonomi Sumatera Barat ditopang oleh Pertanian, Perdagangan, dan Jasa Pendidikan. Minimnya sektor ekstraktif membuat ekonomi lebih bergantung pada kualitas SDM dan aktivitas jasa (pariwisata). Tantangan utama yang dihadapi yaitu keterbatasan konektivitas fisik (isolasi geografis di pesisir barat) dan kerentanan terhadap bencana.;Sumatera Barat perlu memposisikan diri sebagai pusat industri halal dunia. Sumatera Barat dapat didorong sebagai pusat industri halal dan wisata gastronomi, dengan digitalisasi UMKM (kuliner dan kriya) sebagai kunci ekspansi pasar. Di saat yang sama, konektivitas digital (fiber optic) perlu dipercepat agar sektor jasa (pendidikan dan kreatif) bisa berkembang tanpa terhambat geografis.
Riau;2011;Daerah Maju tapi Tertekan;6.6;6.9;5.2;3.8;5.6;6.2;84.8;4.7;212.3;7462.6;-;;68.9;-;6.1;0.324;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
Riau;2012;Daerah Maju tapi Tertekan;4.7;4.1;6.6;-0.2;3.8;6.5;95.0;3.3;1152.9;5450.4;-;;69.2;8.1;4.4;0.383;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
Riau;2013;Daerah Maju tapi Tertekan;2.4;3.1;1.1;3.5;2.5;6.4;100.7;8.8;1304.9;4874.3;-;;69.9;8.4;5.5;0.393;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
Riau;2014;Daerah Maju tapi Tertekan;4.1;2.8;2.6;1.4;2.7;6.4;109.8;8.6;1369.5;7707.6;-;;70.3;8.0;6.6;0.379;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
Riau;2015;Daerah Maju tapi Tertekan;0.0;-2.1;-1.4;4.4;0.2;5.7;102.9;2.6;653.4;9943.0;-;;70.8;8.8;7.8;0.366;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
Riau;2016;Daerah Maju tapi Tertekan;2.7;2.8;1.3;2.0;2.2;5.5;104.9;4.0;869.1;6613.7;-;;71.2;7.7;7.4;0.347;Riau memiliki basis ekonomi kuat dari sektor migas serta industri berbasis sawit dan pulp. Namun, struktur tersebut sangat rentan terhadap fluktuasi harga komoditas global, serta isu lingkungan seperti kebakaran yang berulang dan berdampak langsung ke aktivitas ekonomi.;Riau perlu mulai bergeser ke aktivitas ekonomi yang lebih terdiversifikasi dan berkelanjutan, serta mengembangkan sektor jasa dan ekonomi digital di perkotaan seperti Pekanbaru, sambil memperkuat praktik sustainable forestry, yang tidak hanya produksi, tapi juga monetisasi jasa lingkungan (karbon). Selain itu, infrastruktur logistik perlu diperbaiki agar sektor non-migas lebih kompetitif.
